execution_time_lapack, 30, 250, matrices/matrix_n=250_0.dat, 18, 0.035686, 0.001217, 0.001313, 0.001194, 0.001226, 0.001197, 0.001195, 0.001212, 0.001193, 0.001218
execution_time_sequential, 30, 250, matrices/matrix_n=250_0.dat, 18, 0.007625, 0.002178, 0.001586, 0.001678, 0.001504, 0.001646, 0.001523, 0.00161, 0.001561, 0.001573
execution_time_parallel, 30, 250, matrices/matrix_n=250_0.dat, 30, 0.159244, 0.001871, 0.001673, 0.001766, 0.001676, 0.001781, 0.001688, 0.001668, 0.001629, 0.001745
execution_time_lookahead_48, 30, 250, matrices/matrix_n=250_0.dat, 154, 0.011639, 0.003015, 0.002391, 0.002413, 0.002545, 0.002589, 0.00241, 0.002292, 0.002347, 0.002355
execution_time_lapack, 30, 300, matrices/matrix_n=300_0.dat, 30, 0.002979, 0.001981, 0.00221, 0.002014, 0.002019, 0.002095, 0.001988, 0.002096, 0.001962, 0.002135
execution_time_sequential, 30, 300, matrices/matrix_n=300_0.dat, 22, 0.002223, 0.002661, 0.002455, 0.002521, 0.002377, 0.002466, 0.002561, 0.002434, 0.002424, 0.002543
execution_time_parallel, 30, 300, matrices/matrix_n=300_0.dat, 26, 0.115976, 0.002414, 0.002407, 0.002305, 0.002275, 0.002318, 0.002306, 0.002282, 0.002316, 0.002275
execution_time_lookahead_48, 30, 300, matrices/matrix_n=300_0.dat, 158, 0.004482, 0.004755, 0.004045, 0.004062, 0.004084, 0.004089, 0.004087, 0.0041, 0.00409, 0.004091
execution_time_lapack, 30, 400, matrices/matrix_n=400_0.dat, 38, 0.007603, 0.005664, 0.005749, 0.005588, 0.005932, 0.00571, 0.005659, 0.005727, 0.00563, 0.005731
execution_time_sequential, 30, 400, matrices/matrix_n=400_0.dat, 26, 0.005836, 0.005053, 0.005044, 0.004985, 0.005117, 0.005068, 0.005012, 0.004005, 0.003918, 0.003889
execution_time_parallel, 30, 400, matrices/matrix_n=400_0.dat, 26, 0.128471, 0.004017, 0.003947, 0.004214, 0.00401, 0.004097, 0.004197, 0.003982, 0.004001, 0.003976
execution_time_lookahead_48, 30, 400, matrices/matrix_n=400_0.dat, 34, 0.092025, 0.009886, 0.009712, 0.009204, 0.009485, 0.009243, 0.009004, 0.009149, 0.009465, 0.009071
execution_time_lapack, 30, 500, matrices/matrix_n=500_0.dat, 34, 0.013256, 0.010094, 0.009991, 0.009993, 0.008885, 0.008712, 0.009395, 0.010218, 0.009947, 0.00999
